lvl3_pcode;lvl3_name;lvl2_pcode;lvl2_name;lvl1_pcode;lvl1_name;week;year;OPD_CONSULT;OPD_CONSULT_c;OPD_M_CASES;OPD_M_CASES_c;IPD_DISCH;IPD_DISCH_c;IPD_M_DISCH;IPD_M_DISCH_c;IPD_M_DEATH;IPD_M_DEATH_c;MOH_CONSULT;MOH_CONSULT_c;MOH_M_CASES;MOH_M_CASES_c
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;7;2019;13;73;10;10;5;5;4;7;3;3;0;0;9;9
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;8;2019;12;85;0;0;1;1;1;1;5;5;13;13;2;2
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;9;2019;5;90;1;1;5;5;0;0;2;2;2;2;4;4
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;10;2019;4;94;5;5;2;2;3;3;4;4;3;3;6;6
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;11;2019;5;99;4;4;0;0;3;3;0;0;4;7;6;6
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;12;2019;7;106;10;10;5;5;3;3;4;4;7;14;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;13;2019;9;115;1;1;2;2;5;5;3;3;13;13;0;0
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;14;2019;7;122;6;6;3;3;2;2;4;4;6;6;5;5
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;15;2019;13;135;0;0;1;1;1;1;3;3;8;8;6;6
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;16;2019;13;148;10;10;3;3;5;5;2;2;10;10;5;5
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;17;2019;14;162;10;10;3;3;0;5;0;2;2;2;5;5
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;18;2019;15;177;9;9;2;2;5;5;5;5;5;5;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;19;2019;0;177;7;7;4;4;5;5;4;4;14;19;4;4
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;20;2019;14;191;8;8;1;1;1;1;1;1;10;10;1;1
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;21;2019;8;199;5;5;1;1;4;4;4;5;15;15;2;2
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;22;2019;0;199;9;9;2;2;1;1;2;2;0;0;7;7
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;23;2019;4;203;1;1;1;3;0;0;3;3;13;13;4;4
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;24;2019;12;215;0;0;1;1;1;1;3;6;10;10;8;12
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;25;2019;3;218;0;0;5;5;0;1;5;5;8;8;5;5
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;26;2019;5;223;7;7;0;0;4;4;1;1;2;2;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;27;2018;5;228;7;7;1;1;3;7;2;2;11;11;9;9
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;28;2018;1;229;6;6;1;1;1;1;4;6;1;1;7;7
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;29;2018;3;232;6;6;1;2;5;6;2;8;12;12;9;9
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;30;2018;10;242;1;1;1;1;0;0;1;9;10;10;6;6
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;31;2018;7;249;3;3;2;2;3;3;0;0;9;9;3;3
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;32;2018;11;260;5;5;2;2;1;1;3;3;2;2;10;10
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;33;2018;14;274;6;6;2;2;3;3;0;3;15;15;7;7
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;34;2018;9;283;0;0;0;0;2;2;2;2;14;14;0;0
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;35;2018;6;289;2;2;0;0;2;2;2;4;11;25;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;36;2018;6;295;4;4;4;4;1;1;1;1;12;12;10;10
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;37;2018;11;306;9;9;4;4;2;2;4;5;13;13;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;38;2018;14;320;3;3;5;5;4;4;5;5;7;7;9;9
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;39;2018;12;332;3;3;4;4;3;7;3;3;12;12;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;40;2018;10;342;7;7;4;4;2;2;4;7;13;13;0;0
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;41;2018;10;352;4;4;5;5;3;3;2;2;7;7;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;42;2018;3;355;4;4;1;6;3;6;2;2;3;10;4;12
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;43;2018;2;357;2;2;2;2;0;0;1;1;8;8;3;3
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;44;2018;15;372;7;7;2;2;5;5;0;1;14;14;0;0
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;45;2018;10;382;8;8;5;5;3;3;1;1;14;14;3;3
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;46;2018;1;383;8;8;2;2;0;3;2;2;15;15;5;5
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;47;2018;4;387;7;7;2;2;4;4;3;5;13;13;9;9
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;48;2018;3;390;3;3;2;4;2;2;1;6;3;3;4;4
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;49;2018;3;393;6;6;4;4;2;2;5;5;1;4;5;5
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;50;2018;4;397;7;7;2;2;4;4;1;1;14;14;3;3
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;51;2018;6;403;3;3;3;3;0;0;5;5;12;12;8;8
ner003001;maradi;ner002046;Aguile;ner002282;Aire du CSI Naki Karfi;52;2018;3;406;10;10;2;5;1;1;0;0;11;11;0;0
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;1;2019;5;5;2;2;5;5;4;4;0;0;12;12;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;2;2019;11;16;3;3;5;5;3;3;0;0;7;7;10;16
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;3;2019;5;21;6;6;4;4;4;4;1;1;10;10;8;8
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;4;2019;5;26;4;4;4;4;2;2;0;1;3;3;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;5;2019;11;37;9;9;5;9;5;5;3;3;13;13;7;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;6;2019;15;52;3;3;0;0;1;1;5;5;0;0;7;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;7;2019;1;53;4;4;4;4;1;1;4;4;6;6;8;8
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;8;2019;8;61;7;7;0;0;0;0;0;0;15;15;0;0
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;9;2019;4;65;0;0;3;3;0;0;2;2;1;16;4;4
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;10;2019;14;79;5;5;4;4;2;2;4;4;8;8;1;1
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;11;2019;3;82;3;3;2;2;1;1;4;4;6;6;7;8
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;12;2019;15;97;3;3;0;0;4;5;2;2;14;14;0;0
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;13;2019;2;99;8;8;1;1;5;5;3;3;11;11;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;14;2019;1;100;3;3;1;1;2;2;5;8;15;15;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;15;2019;9;109;9;9;5;5;4;4;4;4;5;5;1;1
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;16;2019;13;122;10;10;3;3;0;0;1;1;15;15;7;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;17;2019;6;128;5;5;4;4;5;5;1;1;2;2;8;15
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;18;2019;2;130;1;1;3;3;0;0;2;2;3;3;2;2
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;19;2019;14;144;4;4;5;5;4;4;1;1;5;5;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;20;2019;4;148;10;10;1;1;1;1;4;4;12;12;0;0
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;21;2019;4;152;4;4;2;2;4;4;2;2;0;0;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;22;2019;5;157;4;4;5;5;2;6;5;5;5;5;3;3
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;23;2019;8;165;10;10;2;2;3;3;0;0;8;8;2;2
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;24;2019;11;176;4;4;0;0;0;0;1;1;4;4;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;25;2019;7;183;5;5;1;1;5;5;3;3;3;3;1;1
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;26;2019;9;192;10;10;2;3;0;0;4;4;0;0;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;27;2018;2;194;2;2;5;5;3;3;4;4;10;10;2;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;28;2018;1;195;5;5;1;1;3;3;5;5;3;13;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;29;2018;10;205;8;8;0;0;1;1;3;3;3;3;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;30;2018;6;211;6;6;4;4;0;0;2;2;15;15;2;2
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;31;2018;3;214;4;4;1;1;4;4;0;0;2;2;8;8
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;32;2018;3;217;5;5;5;5;0;0;3;3;5;5;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;33;2018;6;223;6;6;1;1;1;1;1;1;0;0;4;4
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;34;2018;8;231;1;1;5;5;1;1;4;4;2;2;10;10
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;35;2018;2;233;7;7;5;5;3;3;3;7;13;13;7;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;36;2018;6;239;4;4;2;2;2;2;2;2;7;7;6;6
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;37;2018;13;252;5;5;3;3;3;3;2;2;1;1;2;8
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;38;2018;10;262;6;6;3;3;1;1;0;2;13;13;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;39;2018;10;272;5;5;4;4;2;2;4;4;2;2;2;2
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;40;2018;11;283;0;0;1;1;3;3;1;1;14;14;8;8
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;41;2018;2;285;2;2;2;2;3;3;0;0;14;28;3;3
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;42;2018;8;293;5;5;0;0;5;5;0;0;7;7;10;13
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;43;2018;15;308;0;0;5;5;0;0;4;4;5;5;7;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;44;2018;0;308;6;6;0;0;3;3;3;3;3;3;10;10
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;45;2018;10;318;4;4;2;2;0;0;5;5;3;3;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;46;2018;6;324;3;3;4;4;3;3;2;2;7;7;7;7
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;47;2018;0;324;10;10;2;2;0;0;1;1;1;1;2;2
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;48;2018;8;332;5;5;5;5;0;0;5;5;7;8;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;49;2018;9;341;5;5;2;2;0;0;1;1;4;12;4;4
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;50;2018;12;353;9;9;4;4;1;1;4;4;5;5;9;9
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;51;2018;10;363;9;9;3;3;2;3;1;1;10;10;5;5
ner003001;maradi;ner002046;Aguile;ner002283;Aire du CSI Dan Bouzou;52;2018;10;373;8;8;3;6;5;5;5;6;0;0;8;8
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;1;2019;1;1;1;1;4;4;4;4;5;5;2;2;0;8
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;2;2019;13;14;8;8;0;0;3;3;2;2;8;8;9;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;3;2019;7;21;1;1;4;4;4;4;5;5;10;10;10;10
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;4;2019;10;31;1;1;4;4;2;6;2;7;15;15;9;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;5;2019;1;32;10;10;2;2;5;5;0;0;0;0;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;6;2019;7;39;1;1;2;2;1;1;0;0;3;3;9;11
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;7;2019;10;49;1;1;3;5;2;3;5;5;0;0;9;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;8;2019;0;49;0;0;4;4;0;0;4;4;3;3;3;3
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;9;2019;1;50;7;7;2;2;0;0;4;4;9;12;2;5
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;10;2019;7;57;7;7;0;0;2;2;2;2;6;6;1;1
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;11;2019;0;57;7;7;1;1;0;2;1;1;5;5;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;12;2019;11;68;3;3;5;5;3;3;4;4;3;3;10;10
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;13;2019;1;69;2;2;4;4;5;5;5;5;7;7;6;6
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;14;2019;2;71;0;0;5;5;0;0;0;0;1;1;5;5
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;15;2019;14;85;1;1;5;5;2;2;1;1;0;0;1;1
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;16;2019;0;85;4;4;5;5;4;4;5;6;11;11;1;1
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;17;2019;7;92;0;0;0;0;5;5;5;5;4;4;3;4
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;18;2019;6;98;3;3;4;4;4;4;4;4;0;0;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;19;2019;12;110;8;8;2;2;4;4;0;0;0;0;6;6
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;20;2019;2;112;1;1;0;0;0;0;5;5;8;8;8;8
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;21;2019;9;121;1;1;5;5;3;3;3;3;7;7;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;22;2019;6;127;8;8;5;5;4;4;0;3;14;14;4;4
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;23;2019;15;142;3;3;5;5;5;5;5;8;13;13;8;8
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;24;2019;3;145;9;9;1;1;0;0;5;5;1;1;1;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;25;2019;11;156;4;4;1;1;2;2;2;7;15;15;8;8
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;26;2019;9;165;7;7;5;5;2;2;3;3;11;26;3;3
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;27;2018;6;171;10;10;0;0;4;4;5;5;7;7;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;28;2018;7;178;9;9;0;0;2;2;2;7;10;10;1;1
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;29;2018;3;181;3;3;2;2;4;4;0;0;3;3;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;30;2018;3;184;2;2;1;1;1;1;3;3;1;1;0;0
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;31;2018;14;198;0;0;5;5;3;3;0;0;12;12;9;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;32;2018;1;199;7;7;0;0;1;1;5;5;14;14;9;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;33;2018;15;214;7;7;1;1;0;1;5;5;2;2;4;13
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;34;2018;11;225;3;3;0;0;5;5;2;2;7;7;10;10
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;35;2018;8;233;10;10;4;4;5;5;0;0;1;8;5;5
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;36;2018;3;236;6;6;2;2;5;5;3;3;6;14;1;1
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;37;2018;14;250;2;2;2;2;5;5;4;7;11;25;8;8
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;38;2018;13;263;5;5;3;3;0;0;3;3;15;15;3;3
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;39;2018;8;271;6;6;4;4;2;2;2;2;8;8;9;9
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;40;2018;8;279;5;5;3;3;2;2;4;4;5;13;0;0
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;41;2018;11;290;7;7;0;0;3;3;1;1;7;7;4;4
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;42;2018;8;298;3;3;3;3;3;3;1;1;3;10;9;13
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;43;2018;14;312;1;1;5;5;4;4;5;5;6;6;0;0
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;44;2018;12;324;10;10;0;0;0;0;3;3;12;12;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;45;2018;14;338;1;1;1;1;1;1;1;1;11;11;10;10
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;46;2018;2;340;1;1;2;3;0;1;4;4;7;7;3;3
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;47;2018;10;350;1;1;3;3;1;2;4;4;11;11;3;6
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;48;2018;13;363;8;8;3;3;3;3;3;7;13;13;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;49;2018;14;377;9;9;4;4;5;5;2;2;11;11;3;3
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;50;2018;11;388;4;4;3;3;3;3;0;0;7;7;2;2
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;51;2018;4;392;9;9;0;0;4;4;5;5;2;2;1;1
ner003001;maradi;ner002046;Aguile;ner002284;Aire du CSI Debi;52;2018;13;405;0;0;2;2;3;3;4;4;12;12;7;7
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;1;2019;0;0;3;3;1;1;5;5;5;5;15;15;10;10
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;2;2019;9;9;0;0;3;3;3;3;2;2;11;11;4;4
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;3;2019;12;21;1;1;5;5;4;4;0;0;6;6;4;4
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;4;2019;7;28;1;1;5;5;1;5;1;1;5;5;1;1
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;5;2019;15;43;5;5;1;1;0;0;1;1;9;9;1;2
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;6;2019;8;51;8;8;1;1;2;2;5;6;9;9;0;0
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;7;2019;12;63;3;3;5;5;1;1;4;4;10;10;10;10
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;8;2019;5;68;6;6;5;5;0;0;2;6;11;11;3;3
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;9;2019;0;68;3;3;3;3;2;2;5;5;8;8;5;5
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;10;2019;12;80;6;6;1;4;0;0;4;4;9;9;0;0
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;11;2019;14;94;7;7;3;3;3;3;3;3;1;1;1;1
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;12;2019;5;99;9;9;1;1;2;2;0;0;1;1;7;7
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;13;2019;6;105;10;10;5;5;3;3;2;2;8;8;3;3
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;14;2019;7;112;9;9;3;3;4;4;4;4;8;8;9;9
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;15;2019;9;121;0;0;1;1;1;1;4;4;13;13;1;10
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;16;2019;14;135;3;3;1;1;0;0;1;5;0;0;5;5
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;17;2019;8;143;7;7;0;0;3;3;5;5;6;6;1;1
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;18;2019;14;157;2;2;0;0;2;2;2;7;9;9;8;8
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;19;2019;8;165;10;10;2;2;1;1;2;2;4;4;5;13
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;20;2019;13;178;4;4;1;1;4;4;1;1;11;11;3;3
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;21;2019;14;192;5;5;1;1;5;5;0;1;0;0;4;4
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;22;2019;13;205;0;0;0;0;2;2;5;5;3;3;5;5
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;23;2019;12;217;10;10;3;3;3;3;2;2;8;8;2;2
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;24;2019;11;228;5;5;3;3;5;5;5;7;15;15;2;2
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;25;2019;0;228;3;3;0;0;3;3;1;1;9;9;7;7
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;26;2019;1;229;2;2;3;3;1;1;1;1;8;8;10;17
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;27;2018;5;234;6;6;0;0;3;3;4;4;15;15;3;3
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;28;2018;12;246;9;9;5;5;3;3;3;3;6;21;0;0
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;29;2018;14;260;2;2;5;5;0;0;4;7;14;14;1;1
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;30;2018;5;265;3;3;4;4;5;5;1;1;9;9;9;9
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;31;2018;0;265;2;2;1;1;0;0;2;2;1;1;5;5
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;32;2018;13;278;2;2;3;3;2;2;4;4;15;15;10;10
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;33;2018;12;290;0;0;3;3;2;2;5;9;4;19;1;1
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;34;2018;10;300;5;5;2;2;0;0;3;3;0;0;9;9
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;35;2018;12;312;4;4;2;4;5;5;3;6;10;10;10;19
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;36;2018;4;316;4;4;4;4;3;8;4;4;9;9;5;5
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;37;2018;5;321;1;1;4;4;1;1;5;9;4;4;9;9
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;38;2018;5;326;4;4;0;0;1;1;0;0;11;15;1;1
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;39;2018;11;337;1;1;5;5;5;5;3;3;0;0;8;8
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;40;2018;13;350;3;3;4;4;3;3;4;4;13;13;5;5
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;41;2018;4;354;1;1;4;4;0;0;3;7;13;13;10;10
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;42;2018;14;368;2;2;4;4;3;3;2;9;9;9;6;6
ner003001;maradi;ner002046;Aguile;ner002285;Aire du CSI Malam Daweye;43;2018;1;369;2;2;3;3;4;7;4;4;4;4;7;7
